payment_id,order_id,payment_date,payment_method,payment_status,amount,source_system,created_at,updated_at
PAY000819,ORD000906,2026-05-15T01:58:00+07:00,bank_transfer,success,1092500.00,seed,2026-05-15T01:58:00+07:00,2026-05-15T01:58:00+07:00
PAY000820,ORD000908,2026-04-10T22:39:00+07:00,card,success,5521500.00,seed,2026-04-10T22:39:00+07:00,2026-04-10T22:39:00+07:00
PAY000821,ORD000909,2026-01-08T09:12:00+07:00,card,success,6117000.00,seed,2026-01-08T09:12:00+07:00,2026-01-08T09:12:00+07:00
PAY000822,ORD000910,2026-01-19T02:23:00+07:00,card,success,14718000.00,seed,2026-01-19T02:23:00+07:00,2026-01-19T02:23:00+07:00
PAY000823,ORD000911,2026-03-21T14:44:00+07:00,card,success,7630000.00,seed,2026-03-21T14:44:00+07:00,2026-03-21T14:44:00+07:00
PAY000824,ORD000912,2026-03-04T19:58:00+07:00,card,success,41562000.00,seed,2026-03-04T19:58:00+07:00,2026-03-04T19:58:00+07:00
PAY000825,ORD000913,2026-04-11T21:13:00+07:00,bank_transfer,success,8984500.00,seed,2026-04-11T21:13:00+07:00,2026-04-11T21:13:00+07:00
PAY000826,ORD000914,2026-02-11T03:19:00+07:00,e_wallet,success,15610000.00,seed,2026-02-11T03:19:00+07:00,2026-02-11T03:19:00+07:00
PAY000827,ORD000915,2026-04-29T02:47:00+07:00,e_wallet,success,9563000.00,seed,2026-04-29T02:47:00+07:00,2026-04-29T02:47:00+07:00
PAY000828,ORD000916,2026-01-20T23:42:00+07:00,card,failed,6722000.00,seed,2026-01-20T23:42:00+07:00,2026-01-20T23:42:00+07:00
PAY000829,ORD000917,2026-01-24T10:00:00+07:00,cash,success,13048500.00,seed,2026-01-24T10:00:00+07:00,2026-01-24T10:00:00+07:00
PAY000830,ORD000918,2026-06-22T12:14:00+07:00,card,success,22311000.00,seed,2026-06-22T12:14:00+07:00,2026-06-22T12:14:00+07:00
PAY000831,ORD000920,2026-06-21T05:11:00+07:00,cash,success,14108000.00,seed,2026-06-21T05:11:00+07:00,2026-06-21T05:11:00+07:00
PAY000832,ORD000921,2026-05-14T22:08:00+07:00,card,success,8450000.00,seed,2026-05-14T22:08:00+07:00,2026-05-14T22:08:00+07:00
PAY000833,ORD000922,2026-02-08T18:58:00+07:00,card,success,5618500.00,seed,2026-02-08T18:58:00+07:00,2026-02-08T18:58:00+07:00
PAY000834,ORD000924,2026-06-26T17:34:00+07:00,e_wallet,success,19040500.00,seed,2026-06-26T17:34:00+07:00,2026-06-26T17:34:00+07:00
PAY000835,ORD000925,2026-01-07T21:26:00+07:00,e_wallet,failed,8744500.00,seed,2026-01-07T21:26:00+07:00,2026-01-07T21:26:00+07:00
PAY000836,ORD000926,2026-05-30T01:50:00+07:00,e_wallet,success,19560500.00,seed,2026-05-30T01:50:00+07:00,2026-05-30T01:50:00+07:00
PAY000837,ORD000927,2026-06-09T16:42:00+07:00,card,success,18640000.00,seed,2026-06-09T16:42:00+07:00,2026-06-09T16:42:00+07:00
PAY000838,ORD000928,2026-05-21T04:04:00+07:00,e_wallet,success,32132000.00,seed,2026-05-21T04:04:00+07:00,2026-05-21T04:04:00+07:00
PAY000839,ORD000929,2026-04-03T17:27:00+07:00,bank_transfer,success,12488000.00,seed,2026-04-03T17:27:00+07:00,2026-04-03T17:27:00+07:00
PAY000840,ORD000931,2026-06-07T20:53:00+07:00,card,success,15242500.00,seed,2026-06-07T20:53:00+07:00,2026-06-07T20:53:00+07:00
PAY000841,ORD000932,2026-03-22T22:44:00+07:00,cash,success,9867500.00,seed,2026-03-22T22:44:00+07:00,2026-03-22T22:44:00+07:00
PAY000842,ORD000933,2026-01-05T20:57:00+07:00,e_wallet,success,17867000.00,seed,2026-01-05T20:57:00+07:00,2026-01-05T20:57:00+07:00
PAY000843,ORD000934,2026-01-24T17:03:00+07:00,card,success,4075500.00,seed,2026-01-24T17:03:00+07:00,2026-01-24T17:03:00+07:00
PAY000844,ORD000935,2026-04-15T13:26:00+07:00,cash,success,7410000.00,seed,2026-04-15T13:26:00+07:00,2026-04-15T13:26:00+07:00
PAY000845,ORD000936,2026-05-11T14:31:00+07:00,e_wallet,success,3867500.00,seed,2026-05-11T14:31:00+07:00,2026-05-11T14:31:00+07:00
PAY000846,ORD000937,2026-06-01T21:05:00+07:00,e_wallet,failed,17807000.00,seed,2026-06-01T21:05:00+07:00,2026-06-01T21:05:00+07:00
PAY000847,ORD000938,2026-04-30T19:59:00+07:00,cash,success,23449000.00,seed,2026-04-30T19:59:00+07:00,2026-04-30T19:59:00+07:00
PAY000848,ORD000939,2026-03-31T06:58:00+07:00,card,success,8490000.00,seed,2026-03-31T06:58:00+07:00,2026-03-31T06:58:00+07:00
PAY000849,ORD000940,2026-05-10T16:52:00+07:00,cash,failed,18599500.00,seed,2026-05-10T16:52:00+07:00,2026-05-10T16:52:00+07:00
PAY000850,ORD000941,2026-01-15T01:16:00+07:00,card,success,13067500.00,seed,2026-01-15T01:16:00+07:00,2026-01-15T01:16:00+07:00
PAY000851,ORD000942,2026-06-29T09:08:00+07:00,card,success,20578500.00,seed,2026-06-29T09:08:00+07:00,2026-06-29T09:08:00+07:00
PAY000852,ORD000943,2026-03-28T04:49:00+07:00,bank_transfer,success,14946000.00,seed,2026-03-28T04:49:00+07:00,2026-03-28T04:49:00+07:00
PAY000853,ORD000945,2026-03-15T14:24:00+07:00,bank_transfer,failed,9710500.00,seed,2026-03-15T14:24:00+07:00,2026-03-15T14:24:00+07:00
PAY000854,ORD000946,2026-06-04T06:19:00+07:00,cash,success,10854500.00,seed,2026-06-04T06:19:00+07:00,2026-06-04T06:19:00+07:00
PAY000855,ORD000947,2026-02-28T05:58:00+07:00,bank_transfer,success,1990000.00,seed,2026-02-28T05:58:00+07:00,2026-02-28T05:58:00+07:00
PAY000856,ORD000948,2026-06-15T03:23:00+07:00,e_wallet,success,28051500.00,seed,2026-06-15T03:23:00+07:00,2026-06-15T03:23:00+07:00
PAY000857,ORD000949,2026-01-17T23:01:00+07:00,e_wallet,success,5740000.00,seed,2026-01-17T23:01:00+07:00,2026-01-17T23:01:00+07:00
PAY000858,ORD000950,2026-03-05T17:13:00+07:00,card,success,16067000.00,seed,2026-03-05T17:13:00+07:00,2026-03-05T17:13:00+07:00
PAY000859,ORD000951,2026-01-18T08:07:00+07:00,bank_transfer,success,357000.00,seed,2026-01-18T08:07:00+07:00,2026-01-18T08:07:00+07:00
PAY000860,ORD000952,2026-03-01T01:26:00+07:00,cash,success,24927000.00,seed,2026-03-01T01:26:00+07:00,2026-03-01T01:26:00+07:00
PAY000861,ORD000953,2026-06-22T22:02:00+07:00,card,success,20039000.00,seed,2026-06-22T22:02:00+07:00,2026-06-22T22:02:00+07:00
PAY000862,ORD000955,2026-01-23T01:27:00+07:00,card,success,1260000.00,seed,2026-01-23T01:27:00+07:00,2026-01-23T01:27:00+07:00
PAY000863,ORD000957,2026-03-24T21:03:00+07:00,card,success,14794000.00,seed,2026-03-24T21:03:00+07:00,2026-03-24T21:03:00+07:00
PAY000864,ORD000958,2026-06-21T20:09:00+07:00,e_wallet,success,11022000.00,seed,2026-06-21T20:09:00+07:00,2026-06-21T20:09:00+07:00
PAY000865,ORD000959,2026-04-04T01:07:00+07:00,e_wallet,success,10515500.00,seed,2026-04-04T01:07:00+07:00,2026-04-04T01:07:00+07:00
PAY000866,ORD000960,2026-01-07T16:22:00+07:00,cash,success,12250000.00,seed,2026-01-07T16:22:00+07:00,2026-01-07T16:22:00+07:00
PAY000867,ORD000961,2026-06-10T13:26:00+07:00,bank_transfer,success,6746000.00,seed,2026-06-10T13:26:00+07:00,2026-06-10T13:26:00+07:00
PAY000868,ORD000962,2026-01-02T02:40:00+07:00,e_wallet,success,12558500.00,seed,2026-01-02T02:40:00+07:00,2026-01-02T02:40:00+07:00
PAY000869,ORD000963,2026-06-16T14:10:00+07:00,cash,success,21092000.00,seed,2026-06-16T14:10:00+07:00,2026-06-16T14:10:00+07:00
PAY000870,ORD000964,2026-02-06T02:05:00+07:00,card,success,9722500.00,seed,2026-02-06T02:05:00+07:00,2026-02-06T02:05:00+07:00
PAY000871,ORD000965,2026-04-27T19:17:00+07:00,bank_transfer,success,20481000.00,seed,2026-04-27T19:17:00+07:00,2026-04-27T19:17:00+07:00
PAY000872,ORD000966,2026-05-10T16:14:00+07:00,bank_transfer,success,8780000.00,seed,2026-05-10T16:14:00+07:00,2026-05-10T16:14:00+07:00
PAY000873,ORD000967,2026-03-23T19:46:00+07:00,cash,success,15900000.00,seed,2026-03-23T19:46:00+07:00,2026-03-23T19:46:00+07:00
PAY000874,ORD000968,2026-01-06T16:21:00+07:00,bank_transfer,success,30980500.00,seed,2026-01-06T16:21:00+07:00,2026-01-06T16:21:00+07:00
PAY000875,ORD000969,2026-01-23T23:12:00+07:00,e_wallet,success,585000.00,seed,2026-01-23T23:12:00+07:00,2026-01-23T23:12:00+07:00
PAY000876,ORD000970,2026-06-20T22:45:00+07:00,card,success,12081000.00,seed,2026-06-20T22:45:00+07:00,2026-06-20T22:45:00+07:00
PAY000877,ORD000971,2026-04-08T19:53:00+07:00,e_wallet,success,24974500.00,seed,2026-04-08T19:53:00+07:00,2026-04-08T19:53:00+07:00
PAY000878,ORD000972,2026-03-23T05:50:00+07:00,bank_transfer,success,21023000.00,seed,2026-03-23T05:50:00+07:00,2026-03-23T05:50:00+07:00
PAY000879,ORD000973,2026-04-02T19:26:00+07:00,card,success,8368500.00,seed,2026-04-02T19:26:00+07:00,2026-04-02T19:26:00+07:00
PAY000880,ORD000974,2026-06-16T09:21:00+07:00,cash,success,13098000.00,seed,2026-06-16T09:21:00+07:00,2026-06-16T09:21:00+07:00
PAY000881,ORD000975,2026-06-08T16:48:00+07:00,bank_transfer,success,7133500.00,seed,2026-06-08T16:48:00+07:00,2026-06-08T16:48:00+07:00
PAY000882,ORD000976,2026-05-18T21:54:00+07:00,cash,success,3469500.00,seed,2026-05-18T21:54:00+07:00,2026-05-18T21:54:00+07:00
PAY000883,ORD000977,2026-06-24T05:01:00+07:00,bank_transfer,failed,11087500.00,seed,2026-06-24T05:01:00+07:00,2026-06-24T05:01:00+07:00
PAY000884,ORD000978,2026-05-03T14:46:00+07:00,cash,success,1120000.00,seed,2026-05-03T14:46:00+07:00,2026-05-03T14:46:00+07:00
PAY000885,ORD000979,2026-02-21T05:53:00+07:00,bank_transfer,success,26724000.00,seed,2026-02-21T05:53:00+07:00,2026-02-21T05:53:00+07:00
PAY000886,ORD000980,2026-04-12T08:11:00+07:00,cash,success,3714500.00,seed,2026-04-12T08:11:00+07:00,2026-04-12T08:11:00+07:00
PAY000887,ORD000981,2026-03-08T16:50:00+07:00,cash,success,4860000.00,seed,2026-03-08T16:50:00+07:00,2026-03-08T16:50:00+07:00
PAY000888,ORD000982,2026-02-10T01:54:00+07:00,e_wallet,success,22048000.00,seed,2026-02-10T01:54:00+07:00,2026-02-10T01:54:00+07:00
PAY000889,ORD000983,2026-06-25T21:36:00+07:00,bank_transfer,success,8020000.00,seed,2026-06-25T21:36:00+07:00,2026-06-25T21:36:00+07:00
PAY000890,ORD000984,2026-05-04T20:17:00+07:00,card,success,22815000.00,seed,2026-05-04T20:17:00+07:00,2026-05-04T20:17:00+07:00
PAY000891,ORD000985,2026-01-11T06:59:00+07:00,e_wallet,success,5292000.00,seed,2026-01-11T06:59:00+07:00,2026-01-11T06:59:00+07:00
PAY000892,ORD000986,2026-06-17T23:39:00+07:00,card,success,9135500.00,seed,2026-06-17T23:39:00+07:00,2026-06-17T23:39:00+07:00
PAY000893,ORD000987,2026-02-19T03:51:00+07:00,card,success,5625000.00,seed,2026-02-19T03:51:00+07:00,2026-02-19T03:51:00+07:00
PAY000894,ORD000988,2026-04-30T22:01:00+07:00,e_wallet,success,20283500.00,seed,2026-04-30T22:01:00+07:00,2026-04-30T22:01:00+07:00
PAY000895,ORD000989,2026-05-23T03:53:00+07:00,cash,success,16940500.00,seed,2026-05-23T03:53:00+07:00,2026-05-23T03:53:00+07:00
PAY000896,ORD000991,2026-02-20T16:23:00+07:00,bank_transfer,success,10051000.00,seed,2026-02-20T16:23:00+07:00,2026-02-20T16:23:00+07:00
PAY000897,ORD000992,2026-01-06T21:34:00+07:00,card,success,21037500.00,seed,2026-01-06T21:34:00+07:00,2026-01-06T21:34:00+07:00
PAY000898,ORD000993,2026-03-02T05:46:00+07:00,e_wallet,success,13585000.00,seed,2026-03-02T05:46:00+07:00,2026-03-02T05:46:00+07:00
PAY000899,ORD000994,2026-06-20T05:17:00+07:00,card,success,12980000.00,seed,2026-06-20T05:17:00+07:00,2026-06-20T05:17:00+07:00
PAY000900,ORD000995,2026-01-09T03:22:00+07:00,cash,success,32151000.00,seed,2026-01-09T03:22:00+07:00,2026-01-09T03:22:00+07:00
PAY000901,ORD000996,2026-02-16T19:49:00+07:00,bank_transfer,success,10854000.00,seed,2026-02-16T19:49:00+07:00,2026-02-16T19:49:00+07:00
PAY000902,ORD000999,2026-04-01T19:35:00+07:00,bank_transfer,success,2637000.00,seed,2026-04-01T19:35:00+07:00,2026-04-01T19:35:00+07:00
PAY000903,ORD001000,2026-03-12T03:29:00+07:00,e_wallet,success,14663000.00,seed,2026-03-12T03:29:00+07:00,2026-03-12T03:29:00+07:00
PAY000904,ORD001001,2026-05-21T14:17:00+07:00,card,success,5750000.00,seed,2026-05-21T14:17:00+07:00,2026-05-21T14:17:00+07:00
PAY000905,ORD001002,2026-05-22T01:19:00+07:00,cash,success,1810500.00,seed,2026-05-22T01:19:00+07:00,2026-05-22T01:19:00+07:00
PAY000906,ORD001003,2026-03-05T19:32:00+07:00,bank_transfer,success,3030500.00,seed,2026-03-05T19:32:00+07:00,2026-03-05T19:32:00+07:00
PAY000907,ORD001004,2026-02-22T06:41:00+07:00,bank_transfer,success,5196000.00,seed,2026-02-22T06:41:00+07:00,2026-02-22T06:41:00+07:00
PAY000908,ORD001005,2026-02-16T22:12:00+07:00,bank_transfer,success,2783500.00,seed,2026-02-16T22:12:00+07:00,2026-02-16T22:12:00+07:00
PAY000909,ORD001006,2026-06-25T21:13:00+07:00,e_wallet,success,6753000.00,seed,2026-06-25T21:13:00+07:00,2026-06-25T21:13:00+07:00
PAY000910,ORD001007,2026-05-06T06:11:00+07:00,e_wallet,success,22890000.00,seed,2026-05-06T06:11:00+07:00,2026-05-06T06:11:00+07:00
PAY000911,ORD001008,2026-01-04T22:11:00+07:00,e_wallet,success,18975000.00,seed,2026-01-04T22:11:00+07:00,2026-01-04T22:11:00+07:00
PAY000912,ORD001009,2026-02-10T23:34:00+07:00,bank_transfer,success,7020000.00,seed,2026-02-10T23:34:00+07:00,2026-02-10T23:34:00+07:00
PAY000913,ORD001010,2026-04-16T15:19:00+07:00,cash,pending,23717500.00,seed,2026-04-16T15:19:00+07:00,2026-04-16T15:19:00+07:00
PAY000914,ORD001011,2026-03-17T14:54:00+07:00,bank_transfer,success,15095500.00,seed,2026-03-17T14:54:00+07:00,2026-03-17T14:54:00+07:00
PAY000915,ORD001012,2026-05-01T07:25:00+07:00,cash,success,3140000.00,seed,2026-05-01T07:25:00+07:00,2026-05-01T07:25:00+07:00
PAY000916,ORD001013,2026-03-26T18:24:00+07:00,cash,success,10869000.00,seed,2026-03-26T18:24:00+07:00,2026-03-26T18:24:00+07:00
PAY000917,ORD001014,2026-05-27T23:48:00+07:00,bank_transfer,success,7247000.00,seed,2026-05-27T23:48:00+07:00,2026-05-27T23:48:00+07:00
PAY000918,ORD001015,2026-01-04T19:24:00+07:00,cash,failed,11394000.00,seed,2026-01-04T19:24:00+07:00,2026-01-04T19:24:00+07:00
PAY000919,ORD001016,2026-02-24T02:10:00+07:00,e_wallet,pending,4580000.00,seed,2026-02-24T02:10:00+07:00,2026-02-24T02:10:00+07:00
PAY000920,ORD001017,2026-04-01T08:08:00+07:00,cash,success,3455000.00,seed,2026-04-01T08:08:00+07:00,2026-04-01T08:08:00+07:00
PAY000921,ORD001018,2026-03-20T08:34:00+07:00,card,success,22432000.00,seed,2026-03-20T08:34:00+07:00,2026-03-20T08:34:00+07:00
PAY000922,ORD001019,2026-05-27T13:25:00+07:00,bank_transfer,success,16060000.00,seed,2026-05-27T13:25:00+07:00,2026-05-27T13:25:00+07:00
PAY000923,ORD001020,2026-06-27T19:25:00+07:00,bank_transfer,success,15297000.00,seed,2026-06-27T19:25:00+07:00,2026-06-27T19:25:00+07:00
PAY000924,ORD001021,2026-03-08T06:14:00+07:00,e_wallet,success,7752000.00,seed,2026-03-08T06:14:00+07:00,2026-03-08T06:14:00+07:00
PAY000925,ORD001022,2026-01-10T22:06:00+07:00,bank_transfer,success,21737000.00,seed,2026-01-10T22:06:00+07:00,2026-01-10T22:06:00+07:00
PAY000926,ORD001023,2026-06-19T00:02:00+07:00,card,success,9435500.00,seed,2026-06-19T00:02:00+07:00,2026-06-19T00:02:00+07:00
PAY000927,ORD001024,2026-06-24T06:11:00+07:00,cash,success,20458000.00,seed,2026-06-24T06:11:00+07:00,2026-06-24T06:11:00+07:00
PAY000928,ORD001025,2026-03-02T21:50:00+07:00,card,success,24782500.00,seed,2026-03-02T21:50:00+07:00,2026-03-02T21:50:00+07:00
PAY000929,ORD001026,2026-02-13T16:59:00+07:00,card,success,5728500.00,seed,2026-02-13T16:59:00+07:00,2026-02-13T16:59:00+07:00
PAY000930,ORD001027,2026-02-10T14:40:00+07:00,cash,success,180000.00,seed,2026-02-10T14:40:00+07:00,2026-02-10T14:40:00+07:00
PAY000931,ORD001028,2026-01-22T03:03:00+07:00,card,success,7751000.00,seed,2026-01-22T03:03:00+07:00,2026-01-22T03:03:00+07:00
PAY000932,ORD001029,2026-04-07T03:14:00+07:00,cash,success,15680000.00,seed,2026-04-07T03:14:00+07:00,2026-04-07T03:14:00+07:00
PAY000933,ORD001030,2026-02-23T12:04:00+07:00,e_wallet,success,24195500.00,seed,2026-02-23T12:04:00+07:00,2026-02-23T12:04:00+07:00
PAY000934,ORD001032,2026-04-03T18:10:00+07:00,e_wallet,success,12106000.00,seed,2026-04-03T18:10:00+07:00,2026-04-03T18:10:00+07:00
PAY000935,ORD001033,2026-01-06T21:10:00+07:00,card,success,8759000.00,seed,2026-01-06T21:10:00+07:00,2026-01-06T21:10:00+07:00
PAY000936,ORD001035,2026-01-27T19:16:00+07:00,e_wallet,success,32435000.00,seed,2026-01-27T19:16:00+07:00,2026-01-27T19:16:00+07:00
PAY000937,ORD001036,2026-02-09T19:50:00+07:00,bank_transfer,success,16905500.00,seed,2026-02-09T19:50:00+07:00,2026-02-09T19:50:00+07:00
PAY000938,ORD001038,2026-03-15T16:17:00+07:00,card,success,11675000.00,seed,2026-03-15T16:17:00+07:00,2026-03-15T16:17:00+07:00
PAY000939,ORD001039,2026-04-05T02:19:00+07:00,card,success,8580000.00,seed,2026-04-05T02:19:00+07:00,2026-04-05T02:19:00+07:00
PAY000940,ORD001040,2026-02-10T17:18:00+07:00,bank_transfer,success,24908000.00,seed,2026-02-10T17:18:00+07:00,2026-02-10T17:18:00+07:00
PAY000941,ORD001041,2026-05-12T19:14:00+07:00,bank_transfer,success,10659000.00,seed,2026-05-12T19:14:00+07:00,2026-05-12T19:14:00+07:00
PAY000942,ORD001042,2026-06-11T15:06:00+07:00,e_wallet,success,3068500.00,seed,2026-06-11T15:06:00+07:00,2026-06-11T15:06:00+07:00
PAY000943,ORD001043,2026-01-21T14:53:00+07:00,bank_transfer,success,10194000.00,seed,2026-01-21T14:53:00+07:00,2026-01-21T14:53:00+07:00
PAY000944,ORD001044,2026-03-01T03:52:00+07:00,e_wallet,success,5510000.00,seed,2026-03-01T03:52:00+07:00,2026-03-01T03:52:00+07:00
PAY000945,ORD001045,2026-05-11T17:23:00+07:00,cash,success,10573500.00,seed,2026-05-11T17:23:00+07:00,2026-05-11T17:23:00+07:00
PAY000946,ORD001046,2026-05-28T14:27:00+07:00,card,success,12500000.00,seed,2026-05-28T14:27:00+07:00,2026-05-28T14:27:00+07:00
PAY000947,ORD001047,2026-05-05T06:21:00+07:00,e_wallet,success,5301000.00,seed,2026-05-05T06:21:00+07:00,2026-05-05T06:21:00+07:00
PAY000948,ORD001048,2026-06-03T00:35:00+07:00,e_wallet,refunded,28190000.00,seed,2026-06-03T00:35:00+07:00,2026-06-03T00:35:00+07:00
PAY000949,ORD001049,2026-06-30T10:37:00+07:00,bank_transfer,success,17109000.00,seed,2026-06-30T10:37:00+07:00,2026-06-30T10:37:00+07:00
PAY000950,ORD001050,2026-06-16T20:54:00+07:00,cash,success,13608000.00,seed,2026-06-16T20:54:00+07:00,2026-06-16T20:54:00+07:00
PAY000951,ORD001051,2026-03-04T09:03:00+07:00,bank_transfer,success,22550000.00,seed,2026-03-04T09:03:00+07:00,2026-03-04T09:03:00+07:00
PAY000952,ORD001052,2026-04-15T17:35:00+07:00,cash,success,14427500.00,seed,2026-04-15T17:35:00+07:00,2026-04-15T17:35:00+07:00
PAY000953,ORD001053,2026-02-26T20:11:00+07:00,card,refunded,816000.00,seed,2026-02-26T20:11:00+07:00,2026-02-26T20:11:00+07:00
PAY000954,ORD001056,2026-02-17T01:25:00+07:00,bank_transfer,success,12166000.00,seed,2026-02-17T01:25:00+07:00,2026-02-17T01:25:00+07:00
PAY000955,ORD001057,2026-05-09T12:21:00+07:00,bank_transfer,success,17467000.00,seed,2026-05-09T12:21:00+07:00,2026-05-09T12:21:00+07:00
PAY000956,ORD001058,2026-03-03T11:31:00+07:00,bank_transfer,success,7740000.00,seed,2026-03-03T11:31:00+07:00,2026-03-03T11:31:00+07:00
PAY000957,ORD001059,2026-02-27T19:11:00+07:00,e_wallet,success,9018000.00,seed,2026-02-27T19:11:00+07:00,2026-02-27T19:11:00+07:00
PAY000958,ORD001060,2026-03-06T23:51:00+07:00,e_wallet,success,18095500.00,seed,2026-03-06T23:51:00+07:00,2026-03-06T23:51:00+07:00
PAY000959,ORD001061,2026-04-09T15:24:00+07:00,bank_transfer,success,6816500.00,seed,2026-04-09T15:24:00+07:00,2026-04-09T15:24:00+07:00
PAY000960,ORD001062,2026-03-10T21:19:00+07:00,card,success,23415000.00,seed,2026-03-10T21:19:00+07:00,2026-03-10T21:19:00+07:00
PAY000961,ORD001063,2026-06-28T00:13:00+07:00,cash,success,9464000.00,seed,2026-06-28T00:13:00+07:00,2026-06-28T00:13:00+07:00
PAY000962,ORD001064,2026-03-07T18:14:00+07:00,card,success,22657500.00,seed,2026-03-07T18:14:00+07:00,2026-03-07T18:14:00+07:00
PAY000963,ORD001065,2026-03-24T17:51:00+07:00,bank_transfer,success,15453500.00,seed,2026-03-24T17:51:00+07:00,2026-03-24T17:51:00+07:00
PAY000964,ORD001066,2026-01-27T17:55:00+07:00,e_wallet,success,1750000.00,seed,2026-01-27T17:55:00+07:00,2026-01-27T17:55:00+07:00
PAY000965,ORD001068,2026-02-08T17:13:00+07:00,bank_transfer,success,25105000.00,seed,2026-02-08T17:13:00+07:00,2026-02-08T17:13:00+07:00
PAY000966,ORD001069,2026-05-13T03:48:00+07:00,e_wallet,pending,24155000.00,seed,2026-05-13T03:48:00+07:00,2026-05-13T03:48:00+07:00
PAY000967,ORD001070,2026-05-25T15:58:00+07:00,bank_transfer,success,29531500.00,seed,2026-05-25T15:58:00+07:00,2026-05-25T15:58:00+07:00
PAY000968,ORD001071,2026-02-20T21:15:00+07:00,e_wallet,success,2449000.00,seed,2026-02-20T21:15:00+07:00,2026-02-20T21:15:00+07:00
PAY000969,ORD001072,2026-06-14T21:06:00+07:00,bank_transfer,success,19559000.00,seed,2026-06-14T21:06:00+07:00,2026-06-14T21:06:00+07:00
PAY000970,ORD001073,2026-06-12T02:52:00+07:00,cash,success,16852000.00,seed,2026-06-12T02:52:00+07:00,2026-06-12T02:52:00+07:00
PAY000971,ORD001074,2026-05-15T01:38:00+07:00,card,success,14117500.00,seed,2026-05-15T01:38:00+07:00,2026-05-15T01:38:00+07:00
PAY000972,ORD001075,2026-05-08T14:04:00+07:00,e_wallet,success,13630000.00,seed,2026-05-08T14:04:00+07:00,2026-05-08T14:04:00+07:00
PAY000973,ORD001076,2026-02-19T15:47:00+07:00,cash,success,1249500.00,seed,2026-02-19T15:47:00+07:00,2026-02-19T15:47:00+07:00
PAY000974,ORD001079,2026-04-17T19:54:00+07:00,bank_transfer,success,17682500.00,seed,2026-04-17T19:54:00+07:00,2026-04-17T19:54:00+07:00
PAY000975,ORD001081,2026-04-06T15:27:00+07:00,card,success,7275500.00,seed,2026-04-06T15:27:00+07:00,2026-04-06T15:27:00+07:00
PAY000976,ORD001082,2026-01-21T03:04:00+07:00,card,success,21842500.00,seed,2026-01-21T03:04:00+07:00,2026-01-21T03:04:00+07:00
PAY000977,ORD001083,2026-03-01T18:52:00+07:00,bank_transfer,success,13702000.00,seed,2026-03-01T18:52:00+07:00,2026-03-01T18:52:00+07:00
PAY000978,ORD001085,2026-06-02T18:51:00+07:00,e_wallet,success,29283000.00,seed,2026-06-02T18:51:00+07:00,2026-06-02T18:51:00+07:00
PAY000979,ORD001086,2026-05-09T08:05:00+07:00,bank_transfer,success,6060000.00,seed,2026-05-09T08:05:00+07:00,2026-05-09T08:05:00+07:00
PAY000980,ORD001087,2026-02-19T22:49:00+07:00,e_wallet,success,19090000.00,seed,2026-02-19T22:49:00+07:00,2026-02-19T22:49:00+07:00
PAY000981,ORD001088,2026-02-22T03:17:00+07:00,e_wallet,success,7395000.00,seed,2026-02-22T03:17:00+07:00,2026-02-22T03:17:00+07:00
PAY000982,ORD001089,2026-03-17T18:34:00+07:00,bank_transfer,success,13220000.00,seed,2026-03-17T18:34:00+07:00,2026-03-17T18:34:00+07:00
PAY000983,ORD001090,2026-06-08T14:10:00+07:00,e_wallet,success,24444500.00,seed,2026-06-08T14:10:00+07:00,2026-06-08T14:10:00+07:00
PAY000984,ORD001091,2026-03-05T02:15:00+07:00,cash,success,11934000.00,seed,2026-03-05T02:15:00+07:00,2026-03-05T02:15:00+07:00
PAY000985,ORD001093,2026-05-20T23:32:00+07:00,cash,success,8380000.00,seed,2026-05-20T23:32:00+07:00,2026-05-20T23:32:00+07:00
PAY000986,ORD001094,2026-06-16T12:51:00+07:00,card,success,7242000.00,seed,2026-06-16T12:51:00+07:00,2026-06-16T12:51:00+07:00
PAY000987,ORD001095,2026-03-21T16:13:00+07:00,cash,success,12305000.00,seed,2026-03-21T16:13:00+07:00,2026-03-21T16:13:00+07:00
PAY000988,ORD001096,2026-05-15T04:09:00+07:00,cash,success,14145000.00,seed,2026-05-15T04:09:00+07:00,2026-05-15T04:09:00+07:00
PAY000989,ORD001097,2026-03-04T22:25:00+07:00,card,success,3277500.00,seed,2026-03-04T22:25:00+07:00,2026-03-04T22:25:00+07:00
PAY000990,ORD001098,2026-01-11T12:54:00+07:00,card,success,7909000.00,seed,2026-01-11T12:54:00+07:00,2026-01-11T12:54:00+07:00
PAY000991,ORD001099,2026-06-24T17:51:00+07:00,card,success,24877000.00,seed,2026-06-24T17:51:00+07:00,2026-06-24T17:51:00+07:00
PAY000992,ORD001100,2026-01-22T11:42:00+07:00,cash,failed,12729000.00,seed,2026-01-22T11:42:00+07:00,2026-01-22T11:42:00+07:00
PAY000993,ORD001102,2026-06-04T01:49:00+07:00,bank_transfer,success,10315000.00,seed,2026-06-04T01:49:00+07:00,2026-06-04T01:49:00+07:00
PAY000994,ORD001103,2026-01-20T09:27:00+07:00,e_wallet,success,25418000.00,seed,2026-01-20T09:27:00+07:00,2026-01-20T09:27:00+07:00
PAY000995,ORD001104,2026-01-06T03:35:00+07:00,bank_transfer,success,15280500.00,seed,2026-01-06T03:35:00+07:00,2026-01-06T03:35:00+07:00
